,idiom,pinyin,explanation
4525,以人为镜,"['yi', 'ren', 'wei', 'jing']",把别人的成败得失作为自己的借鉴。
4526,众星拱月,"['zhong', 'xing', 'gong', 'yue']",许多星星聚集、环绕着月亮。比喻众人拥戴一人或众物围绕一物。同众星攒月”。
4527,嫁祸于人,"['jia', 'huo', 'yu', 'ren']",嫁转移。把自己的祸事推给别人。
4528,对牛弹琴,"['dui', 'niu', 'tan', 'qin']",讥笑听话的人不懂对方说得是什么。用以讥笑说话的人不看对象。
4529,寻死觅活,"['xun', 'si', 'mi', 'huo']",寻求，找。闹着要死要活。多指用自杀来吓唬人。
4530,难分难解,"['nan', 'fen', 'nan', 'jie']",指双方争吵、斗争、比赛等相持不下，难以分开。有时也形容双方关系十分亲密，分不开。
4531,地老天荒,"['di', 'lao', 'tian', 'huang']",指经历的时间极久。
4532,飞针走线,"['fei', 'zhen', 'zou', 'xian']",走跑。形容缝纫技术非常熟练。
4533,好勇斗狠,"['hao', 'yong', 'dou', 'hen']",狠暴戾，凶恶，残忍。爱逞威风，喜欢斗欧。形容人凶强好斗。
4534,头痛脑热,"['tou', 'tong', 'nao', 're']",泛指一般的小病或小灾小难。同头疼脑热”。
4535,黄粱一梦,"['huang', 'liang', 'yi', 'meng']",黄粱小米。比喻虚幻不能实现的梦想。
4536,国破家亡,"['guo', 'po', 'jia', 'wang']",国家覆灭、家庭毁灭。
4537,积土成山,"['ji', 'tu', 'cheng', 'shan']",累土可以堆成山，比喻积少成多。
4538,泰山压顶,"['tai', 'shan', 'ya', 'ding']",泰山压在头上。比喻遭遇到极大的压力和打击。
4539,塞翁失马,"['sai', 'weng', 'shi', 'ma']",塞边界险要之处；翁老头。比喻一时虽然受到损失，也许反而因此能得到好处。也指坏事在一定条件下可变为好事。
4540,惊恐万状,"['jing', 'kong', 'wan', 'zhuang']",惊恐害怕；万状各种样子，表示程度极深。形容害怕到了极点。
4541,勤能补拙,"['qin', 'neng', 'bu', 'zhuo']",勤奋能够弥补不足。
4542,玉石俱焚,"['yu', 'shi', 'ju', 'fen']",俱全，都；焚烧。美玉和石头一样烧坏。比喻好坏不分，同归于尽。
4543,有胆有识,"['you', 'dan', 'you', 'shi']",既有胆量又有见识。
4544,晓以利害,"['xiao', 'yi', 'li', 'hai']",晓使人知道。把事情的利害关系给人讲清楚。
4545,宾客盈门,"['bin', 'ke', 'ying', 'men']",指来客很多。
4546,党同伐异,"['dang', 'tong', 'fa', 'yi']",伐讨伐，攻击。指结帮分派，偏向同伙，打击不同意见的人。
4547,吃穿用度,"['chi', 'chuan', 'yong', 'du']",指日常衣食费用。
4548,分进合击,"['fen', 'jin', 'he', 'ji']",军队从几个方向前进，协同围击同一目标。
4549,高山峻岭,"['gao', 'shan', 'jun', 'ling']",峻山高而陡。又高又险的山岭。
4550,味同嚼蜡,"['wei', 'tong', 'jiao', 'la']",象吃蜡一样，没有一点儿味。形容语言或文章枯燥无味。
4551,五洲四海,"['wu', 'zhou', 'si', 'hai']",泛指世界各地。
4552,内查外调,"['nei', 'cha', 'wai', 'diao']",指在单位内外调查事情的真实情况。
4553,天下无双,"['tian', 'xia', 'wu', 'shuang']",天下找不出第二个。形容出类拔萃，独一无二。
4554,老气横秋,"['lao', 'qi', 'heng', 'qiu']",老气老年人的气派；横充满。形容老练而自负的神态。现形容自高自大，摆老资格。也形容缺乏朝气。
4555,文弱书生,"['wen', 'ruo', 'shu', 'sheng']",文弱文雅而体弱。举目文雅，身体柔弱的读书人。
4556,女中豪杰,"['nv', 'zhong', 'hao', 'jie']",豪杰指才能出众的人。女性中的杰出人物。
4557,不容分说,"['bu', 'rong', 'fen', 'shuo']",分说辩白，解说。不容人分辩解释。
4558,变幻无常,"['bian', 'huan', 'wu', 'chang']",指事物经常变化，没有规律性。
4559,炮火连天,"['pao', 'huo', 'lian', 'tian']",形容炮火非常猛烈。
4560,遇人不淑,"['yu', 'ren', 'bu', 'shu']",淑善，美。指女子嫁了一个品质不好的丈夫。
4561,破铜烂铁,"['po', 'tong', 'lan', 'tie']",①破旧锈烂无用的铜铁器。②泛指各种破旧无用的器物。
4562,代人受过,"['dai', 'ren', 'shou', 'guo']",受承受，担待；过过失，过错。替别人承担过错的责任。
4563,宝刀不老,"['bao', 'dao', 'bu', 'lao']",比喻虽然年龄已大或脱离本行已久，但功夫技术并没减退。
4564,此一时彼一时,"['ci', 'yi', 'shi', 'bi', 'yi', 'shi']",指时间不同，情况亦异，不能相提并论。
4565,瓮中之鳖,"['weng', 'zhong', 'zhi', 'bie']",困在瓮中的甲鱼。比喻已在掌握之中，逃跑不了的东西。
4566,春蚕到死丝方尽,"['chun', 'can', 'dao', 'si', 'si', 'fang', 'jin']",丝双关语，思”的谐音。比喻情深谊长，至死不渝。
4567,平铺直叙,"['ping', 'pu', 'zhi', 'xu']",铺铺陈；叙叙述。说话或写文章不加修饰，没有起伏，重点不突出。
4568,鹦鹉学舌,"['ying', 'wu', 'xue', 'she']",鹦鹉学人说话。比喻人家怎么说，他也跟着怎么说。
4569,生死之交,"['sheng', 'si', 'zhi', 'jiao']",同生共死的交谊。
4570,水来土掩,"['shui', 'lai', 'tu', 'yan']",大水来了，用土堵住。比喻敌人来犯，就引兵抵抗。
4571,评头品足,"['ping', 'tou', 'pin', 'zu']",原指轻浮地议论妇女的容貌。现也比喻任意挑剔。
4572,金玉良言,"['jin', 'yu', 'liang', 'yan']",金玉黄金和美玉。比喻可贵而有价值的劝告。
4573,孔孟之道,"['kong', 'meng', 'zhi', 'dao']",孔孔子；孟孟子。指儒家学说。
4574,刻苦耐劳,"['ke', 'ku', 'nai', 'lao']",刻苦很能吃苦；耐禁得起、受得住。工作勤奋，经得住繁重的劳累。
4575,寿比南山,"['shou', 'bi', 'nan', 'shan']",寿命象终南山那样长久。用于祝人长寿。
4576,君子协定,"['jun', 'zi', 'xie', 'ding']",双方不经过书面签字，只以口头承诺或交换函件而订立的协定，它与书面条约具有同等的效力。本用于国际事务间，后亦用为事先约定的套语。又称作绅士协定”。
4577,青云直上,"['qing', 'yun', 'zhi', 'shang']",青云指青天；直上直线上升。指迅速升到很高的地位。
4578,白日做梦,"['bai', 'ri', 'zuo', 'meng']",大白天做梦。比喻根本不能实现的梦想。
4579,口服心服,"['kou', 'fu', 'xin', 'fu']",服信服。心里嘴上都信服。指真心信服。
4580,闻风而至,"['wen', 'feng', 'er', 'zhi']",一听到消息就来。形容行动迅速。
4581,梁上君子,"['liang', 'shang', 'jun', 'zi']",梁房梁。躲在梁上的君子。窃贼的代称。现在有时也指脱离实际、脱离群众的人。
4582,上下同欲,"['shang', 'xia', 'tong', 'yu']",上下有共同的愿望，谓众心齐一。
4583,不打自招,"['bu', 'da', 'zi', 'zhao']",招招供。旧指没有用刑就招供。比喻做了坏事或有坏的意图自我暴露出来。
4584,朝野上下,"['chao', 'ye', 'shang', 'xia']",朝野指朝廷和民间；上下从中央到地方。指从中央到地方，从做官的到老百姓。
4585,山高皇帝远,"['shan', 'gao', 'huang', 'di', 'yuan']",指王法管辖不到。
4586,天造地设,"['tian', 'zao', 'di', 'she']",造制作；设安排。指事物自然形成，合乎理想，不必再加人工。
4587,文武兼备,"['wen', 'wu', 'jian', 'bei']",同时具有文才和武才，文武双全。亦作文武兼济”、文武兼全”。
4588,报仇雪恨,"['bao', 'chou', 'xue', 'hen']",雪洗刷掉。报冤仇，除仇恨。
4589,见物不见人,"['jian', 'wu', 'bu', 'jian', 'ren']",只看到事物，看不见人。指片面强调物质条件，看不到人的主观能动作用。
4590,锐不可当,"['rui', 'bu', 'ke', 'dang']",锐锐气；当抵挡。形容勇往直前的气势，不可抵挡。
4591,悲喜交集,"['bei', 'xi', 'jiao', 'ji']",交共。悲伤和喜悦的心情交织在一起。
4592,一脉相传,"['yi', 'mai', 'xiang', 'chuan']",一脉一个血统。从同一血统、派别世代相承流传下来。批某种思想、行为或学说之间有继承关系。
4593,旧地重游,"['jiu', 'di', 'chong', 'you']",重新来到曾经居住过或游览过的地方。
4594,如芒在背,"['ru', 'mang', 'zai', 'bei']",形容极度不安。
4595,极乐世界,"['ji', 'le', 'shi', 'jie']",佛教指阿弥陀佛居住的地方◇泛指幸福安乐的地方。
4596,当局者迷,"['dang', 'ju', 'zhe', 'mi']",迷糊涂，迷惑。指当事人反而糊涂。
4597,命在旦夕,"['ming', 'zai', 'dan', 'xi']",旦夕早晚之间，形容极短的时间。生命垂危，很快会死去。
4598,手无缚鸡之力,"['shou', 'wu', 'fu', 'ji', 'zhi', 'li']",连捆绑鸡的力气都没有。形容身体弱、力气小。
4599,亲仁善邻,"['qin', 'ren', 'shan', 'lin']",与邻者亲近，与邻邦友好。
4600,插翅难逃,"['cha', 'chi', 'nan', 'tao']",插上翅膀也难逃走。比喻陷入困境，怎么也逃不了。
4601,立锥之地,"['li', 'zhui', 'zhi', 'di']",插锥尖的一点地方。形容极小的一块地方。也指极小的安身之处。
4602,兵贵神速,"['bing', 'gui', 'shen', 'su']",神速特别迅速。用兵贵在行动特别迅速。
4603,三阳开泰,"['san', 'yang', 'kai', 'tai']",《周易》称爻连的为阳卦，断的为阴爻，正月为泰卦，三阳生于下；冬去春来，阴消阳长，有吉亨之象。常用以称颂岁首或寓意吉祥。
4604,各人自扫门前雪,"['ge', 'ren', 'zi', 'sao', 'men', 'qian', 'xue']",比喻不要多管闲事。
4605,笨鸟先飞,"['ben', 'niao', 'xian', 'fei']",行动笨拙的鸟要先飞。比喻能力差的人怕落后，做事比别人先动手。
4606,棋逢对手,"['qi', 'feng', 'dui', 'shou']",逢相遇。下棋遇到对手。比喻争斗的双方本领不相上下。
4607,有凭有据,"['you', 'ping', 'you', 'ju']",既有凭证，又有依据。
4608,要死要活,"['yao', 'si', 'yao', 'huo']",形容闹得很凶。
4609,傲慢无礼,"['ao', 'man', 'wu', 'li']",态度傲慢，对人不讲礼节。
4610,逆耳之言,"['ni', 'er', 'zhi', 'yan']",听起来不舒服的话（多指尖锐、中肯的劝告或批评）。
4611,壁立千仞,"['bi', 'li', 'qian', 'ren']",壁立峭壁陡立。形容岩石高耸。
4612,郎才女貌,"['lang', 'cai', 'nv', 'mao']",郎旧指女子对丈夫或情人的称呼。男的有才气，女的有美貌。形容男女双方很相配。
4613,风韵犹存,"['feng', 'yun', 'you', 'cun']",形容中年妇女仍然保留着优美的风姿。
4614,单刀赴会,"['dan', 'dao', 'fu', 'hui']",单刀一把刀，指一个人。原指蜀将关羽只带一口刀和少数随从赴东吴宴会◇泛指一个人冒险赴约。有赞扬赴会者的智略和胆识之意。
4615,英雄豪杰,"['ying', 'xiong', 'hao', 'jie']",指才能超众或勇武超群的人。
4616,出人意表,"['chu', 'ren', 'yi', 'biao']",表外。出乎人们意料之外。
4617,诛心之论,"['zhu', 'xin', 'zhi', 'lun']",诛惩罚。指不问罪行，只根据其用心以认定罪状。也指揭穿动机的评论。
4618,流年不利,"['liu', 'nian', 'bu', 'li']",流年旧时算命看相的人称一年中所行之运”；利吉利。指人长年里处于不吉利的状态。谓时运不佳。
4619,三省吾身,"['san', 'xing', 'wu', 'shen']",省检查、反省；身自身。原指每日从三个方面检查自己，后指多次自觉地检查自己。
4620,天无绝人之路,"['tian', 'wu', 'jue', 'ren', 'zhi', 'lu']",天下不会断绝人的出路，把人困死。比喻人虽一时处于绝境，但终归可以找到出路。
4621,色胆包天,"['se', 'dan', 'bao', 'tian']",形容贪恋淫欲胆量很大。
4622,精神百倍,"['jing', 'shen', 'bai', 'bei']",形容特别有精神。
4623,外柔内刚,"['wai', 'rou', 'nei', 'gang']",柔柔弱；内内心。外表柔和而内心刚正。
4624,眼不见为净,"['yan', 'bu', 'jian', 'wei', 'jing']",指心里不以为然，但又没有办法，只好撇开不管。也在怀疑食品不干净时，用作自我安慰的话。
4625,谈古论今,"['tan', 'gu', 'lun', 'jin']",从古到今无所不谈，无不评论。
4626,一命呜呼,"['yi', 'ming', 'wu', 'hu']",呜呼叹词，古代祭文末多有此词，后即以此为死亡的代称。指人死亡。
4627,逐鹿中原,"['zhu', 'lu', 'zhong', 'yuan']",逐追赶；鹿指所要围捕的对象，常比喻帝位、政权。指群雄并起，争夺天下。
4628,至亲好友,"['zhi', 'qin', 'hao', 'you']",关系至深的亲戚，感情最好的朋友。
4629,排斥异己,"['pai', 'chi', 'yi', 'ji']",排挤、清除和自己意见不同或不属于自己集团派系的人。
4630,分文未取,"['fen', 'wen', 'wei', 'qu']",一个钱也不要。比喻不计报酬。同分文不取”。
4631,杀人不眨眼,"['sha', 'ren', 'bu', 'zha', 'yan']",杀人时眼睛都不眨一下。形容极其凶狠残暴。
4632,定国安邦,"['ding', 'guo', 'an', 'bang']",邦国家。治理和保卫国家，使国家安定稳固。
4633,一块石头落了地,"['yi', 'kuai', 'shi', 'tou', 'luo', 'le', 'di']",比喻放下了心。
4634,林林总总,"['lin', 'lin', 'zong', 'zong']",林林众多的样子；总总众多而杂乱的样子。形容众多。
4635,江山如画,"['jiang', 'shan', 'ru', 'hua']",山川、河流美如画卷。形容自然风光美丽如图画。
4636,甘苦与共,"['gan', 'ku', 'yu', 'gong']",甘苦欢乐和痛苦；与共共同在一起。共同享受欢乐与幸福，共同承担痛苦与磨难。
4637,久病成医,"['jiu', 'bing', 'cheng', 'yi']",病久了对医理就熟悉了。比喻对某方面的事见识多了就能成为这方面的行家。
4638,承先启后,"['cheng', 'xian', 'qi', 'hou']",继承前代的，启发后代的。
4639,盗亦有道,"['dao', 'yi', 'you', 'dao']",道道理。盗贼也有他们的那一套道理。
4640,变动不居,"['bian', 'dong', 'bu', 'ju']",指事物不断变化，没有固定的形态。
4641,同声相应,"['tong', 'sheng', 'xiang', 'ying']",同类的事物相互感应。指志趣、意见相同的人互相响应，自然地结合在一起。
4642,凄风苦雨,"['qi', 'feng', 'ku', 'yu']",凄风寒冷的风；苦雨久下成灾的雨。形容天气恶劣◇用来比喻境遇悲惨凄凉。
4643,遗世独立,"['yi', 'shi', 'du', 'li']",遗世遗弃世间之事。脱离社会独立生活，不跟任何人往来。
4644,出水芙蓉,"['chu', 'shui', 'fu', 'rong']",芙蓉荷花。刚开放的荷花。比喻诗文清新不俗。也形容天然艳丽的女子。
4645,将功补过,"['jiang', 'gong', 'bu', 'guo']",将用。用功劳来补偿过错。
4646,言之成理,"['yan', 'zhi', 'cheng', 'li']",之代词，指所说的话。话说得有一定道理。
4647,七老八十,"['qi', 'lao', 'ba', 'shi']",形容年纪很大。
4648,笔走龙蛇,"['bi', 'zou', 'long', 'she']",形容书法生动而有气势。
4649,从恶如崩,"['cong', 'e', 'ru', 'beng']",指为恶如山崩那样容易。
4650,长篇累牍,"['chang', 'pian', 'lei', 'du']",篇幅很长，内容很多。
4651,苦乐不均,"['ku', 'le', 'bu', 'jun']",均平均。同样的人享受的待遇却不相同。形容待遇不相等。
4652,满天星斗,"['man', 'tian', 'xing', 'dou']",星斗星的总称。布满天空的星星。比喻事情多而杂乱◇形容文章华美。
4653,心中无数,"['xin', 'zhong', 'wu', 'shu']",指对情况了解不清楚，心里没有底。
4654,心怀叵测,"['xin', 'huai', 'po', 'ce']",心怀民心，存心；叵不可。指存心险恶，不可推测。
4655,怒气冲天,"['nu', 'qi', 'chong', 'tian']",怒气冲上天空。形容愤怒到极点。
4656,手到病除,"['shou', 'dao', 'bing', 'chu']",刚动手治疗，病就除去了。形容医术高明。也比喻工作做得很好，解决问题迅速。
4657,鹰击长空,"['ying', 'ji', 'chang', 'kong']",指雄鹰振翅飞翔于辽阔的天空。亦比喻有雄心壮志的人在广阔的领域中施展自己的才能。
4658,同声同气,"['tong', 'sheng', 'tong', 'qi']",比喻亲密无间，志趣相合。同同声共气”。
4659,人财两失,"['ren', 'cai', 'liang', 'shi']",人和钱财都无着落或都有损失。同人财两空”。
4660,不可企及,"['bu', 'ke', 'qi', 'ji']",企希望；及达到。没有希望达到。形容远远赶不上。
4661,一面之交,"['yi', 'mian', 'zhi', 'jiao']",只见过一面的交情。比喻交情很浅。
4662,零打碎敲,"['ling', 'da', 'sui', 'qiao']",形容以零零碎碎、断断续续的办法做事。
4663,无立锥之地,"['wu', 'li', 'zhui', 'zhi', 'di']",没有立锥子的地方。比喻连极小的地方也没有◇常形容贫穷。
4664,坐失良机,"['zuo', 'shi', 'liang', 'ji']",不主动及时行动而失去好机会。
4665,从谏如流,"['cong', 'jian', 'ru', 'liu']",谏直言规劝。听从规劝像流水一样自然。形容乐于接受别人的批评意见。
4666,铸剑为犁,"['zhu', 'jian', 'wei', 'li']",销熔武器以制造务农器具。
