idiom,pinyin,explanation
岂有此理,qǐ yǒu cǐ lǐ,哪有这个道理。指别人的言行或某一事物极其荒谬。
除暴安良,chú bào ān liáng,暴暴徒；良善良的人。铲除强暴，安抚善良的人民。
自鸣得意,zì míng dé yì,鸣表示，以为。自以为了不起，表示很得意。
落英缤纷,luò yīng bīn fēn,形容落花纷纷飘落的美丽情景。
百无禁忌,bǎi wú jìn jì,百所有的，不论什么；禁忌忌讳。什么都不忌讳。
宽以待人,kuān yǐ dài rén,宽宽容。以宽宏大度的态度来对待别人。
迅雷不及掩耳,xùn léi bù jí yǎn ěr,雷声来得非常快，连捂耳朵都来不及。比喻来势凶猛，使人来不及防备。
醉生梦死,zuì shēng mèng sǐ,象喝醉酒和做梦那样，昏昏沉沉，糊里糊涂地过日子。
风流倜傥,fēng liú tì tǎng,风流有才学而不拘礼法；倜傥卓异，洒脱不拘。形容人有才华而言行不受世俗礼节的拘束。
见风使舵,jiàn fēng shǐ duò,看风向转发动舵柄。比喻看势头或看别人的眼色行事。
赶鸭子上架,gǎn yā zī shàng jià,比喻强迫去做能力达不到的事情。
不见天日,bù jiàn tiān rì,比喻社会黑暗，见不到一点光明。
抖擞精神,dǒu sǒu jīng shén,振作起精神。
悠闲自在,yōu xián zì zài,闲暇舒适，无忧无虑。
颠三倒四,diān sān dǎo sì,三、四表示杂乱。形容说话做事错杂紊乱。
盖棺论定,gài guān lùn dìng,论定下结论。盖上棺材盖，才能下结论。人死后对其一生作出评价。
烂醉如泥,làn zuì rú ní,醉得瘫成一团，扶都扶不住。形容大醉的样子。
口不择言,kǒu bù zé yán,指情急时说话不能正确用词表达或指说话随便。
安危与共,ān wēi yǔ gòng,共同享受安乐，共同承担危难。形容关系密切，利害相连。
大开大合,dà kāi dà hé,形容文思跌荡，放得开，收得拢。
忠言逆耳,zhōng yán nì ěr,逆耳不顺耳。正直的劝告听起来不顺耳，但有利于改正缺点错误。
金石为开,jīn shí wèi kāi,金石金属和石头，比喻最坚硬的东西。连金石都被打开了。形容一个人心诚志坚，力量无穷。
临阵磨枪,lín zhèn mó qiāng,临到，快要；阵阵地、战场；枪指梭镖、长矛一类的武器。到了快要上阵打仗的时候才磨刀擦枪。比喻事到临头才匆忙准备。
悬崖绝壁,xuán　yá　jué　bì,形容山势险峻。同悬崖峭壁”。
拔刀相助,bá dāo xiāng zhù,旧小说中多指打抱不平。
孤陋寡闻,gū lòu guǎ wén,陋浅陋；寡少。形容学识浅陋，见闻不广。
百炼成钢,bǎi liàn chéng gāng,比喻经过长期锻炼，变得非常坚强。
抓耳挠腮,zhuā ěr náo sāi,挠搔。抓抓耳朵，搔搔肋帮子。形容心里焦急而无法可想的样子。
难解难分,nán jiě nán fēn,指双方争吵、斗争、比赛等相持不下，难以分开。有时也形容双方关系十分亲密，分不开。
温故知新,wēn gù zhī xīn,温温习；故旧的。温习旧的知识，得到新的理解和体会。也指回忆过去，能更好地认识现在。
屏气凝神,bǐng qì níng shén,屏气抑制呼吸；凝神聚精会神。形容注意力高度集中，违心一致。
字字珠玑,zì zì zhū jī,珠玑珠子。每个字都像珍珠一样。比喻说话、文章的词句十分优美。
千恩万谢,qiān ēn wàn xiè,一再表示感恩和谢意。
花红柳绿,huā hóng liǔ lǜ,形容明媚的春天景象。也形容颜色鲜艳纷繁。
天高皇帝远,tiān gāo huáng dì yuǎn,原指偏僻的地方，中央的权力达不到。现泛指机构离开领导机关远，遇事自作主张，不受约束。
鞭辟入里,biān pì rù lǐ,鞭辟鞭策，激励；里最里层。形容作学问切实。也形容分析透彻，切中要害。
繁荣兴旺,fán róng xīng wàng,形容事业或经济状况发达昌盛，生机蓬勃。
疾恶如仇,jí è rú chóu,疾憎恨；恶指坏人坏事。憎恨坏人坏事就象憎恨仇人一样。
披麻戴孝,pī má dài xiào,指长辈去世，子孙身披麻布服，头上戴白，表示哀悼。
聪明智慧,cōng míng zhì huì,智力过人，心思敏锐。
师道尊严,shī dào zūn yán,本指老师受到尊敬，他所传授的道理、知识、技能才能得到尊重◇多指为师之道尊贵、庄严。
大做文章,dà zuò wén zhāng,比喻为达到某种目的，在某些问题上横生枝节，或借题发挥，扩大事态。
等闲之辈,děng xián zhī bèi,等闲寻常，一般。无足轻重的寻常人。
风行一时,fēng xíng yī shī,风行象刮风一样流行。形容事物在一个时期内非常盛行。
奇珍异宝,qí zhēn yì bǎo,珍异难得的宝物。
欲壑难填,yù hè nán tián,欲欲望；壑深谷。形容欲望象深谷一样，很难填满。指贪心重，没法满足。
远水解不了近渴,yuǎn shuǐ jiě bù liǎo jìn kě,比喻慢的办法救不了急。
狡兔三窟,jiǎo tù sān kū,窟洞穴。狡猾的兔子准备好几个藏身的窝。比喻隐蔽的地方或方法多。
木已成舟,mù yǐ chéng zhōu,树木已经做成了船。比喻事情已成定局，无法改变。
上梁不正下梁歪,shàng liáng bù zhèng xià liáng wāi,上梁指上级或长辈。比喻在上的人行为不正，下面的人也跟着做坏事。
自寻短见,zì xún duǎn jiàn,短见本指见识短浅，引申为自杀。自己认为无法活下去而寻死。
推崇备至,tuī chóng bèi zhì,推崇推重，敬佩。极其推重和敬佩。
招财进宝,zhāo cái jìn bǎo,招引进财气、财宝。
孤军作战,gū jūn zuò zhàn,孤立无援的军队单独奋战。比喻单独办事，没有人支援。
虚虚实实,xū xū shí shí,假假真真，以假乱真。指军事上讲究策略，善于迷惑对方。也指文艺作品中虚写、实写并用，表现方法耐人思索回味。
害人不浅,hài rén bù qiǎn,给别人的损害非常之大。
足智多谋,zú zhì duō móu,足充实，足够；智聪明、智慧；谋计谋。富有智慧，善于谋划。形容人善于料事和用计。
祸从天降,huò cóng tiān jiàng,降落下。比喻突然遭到了意外的灾祸。
青天白日,qīng tiān bái rì,指大白天。也比喻明显的事情或高洁的品德。
问长问短,wèn cháng wèn duǎn,问询问。仔细地问，表示关心。
全民皆兵,quán mín jiē bīng,指把能参加战斗的人民全都武装起来，随时准备歼灭入侵之敌。
避人耳目,bì rén ěr mù,指避免走漏消息。
赏罚分明,shǎng fá fēn míng,该赏的赏，该罚的罚。形容处理事情严格而公正。
逼上梁山,bī shàng liáng shān,比喻被迫起来反抗。现也比喻被迫采取某种行动。
纨绔子弟,wán kù zǐ dì,纨裤细绢裤。衣着华美的年轻人。旧时指官僚、地主等有钱有势人家成天吃喝玩乐、不务正业的子弟。
不分伯仲,bù fēn bó zhòng,分不出第一第二。
庸人自扰,yōng rén zì rǎo,自扰自找麻烦。指本来没事，自己找麻烦。
小家碧玉,xiǎo jiā bì yù,旧时指小户人家美丽的年轻女子。
十里洋场,shí lǐ yáng chǎng,旧指洋人较多的地方。多形容旧时的上海。
赤胆忠心,chì dǎn zhōng xīn,赤比喻真纯。形容十分忠诚。
官运亨通,guān yùn hēng gōng,官运官场中的运气；亨通顺利。指仕途顺利，步步高升。
满腹经纶,mǎn fù jīng lún,经纶整理丝缕，引伸为人的才学、本领。形容人极有才干和智谋。
洁身自爱,jié shēn zì ài,保持自己纯洁，不同流合污。也指怕招惹是非，只顾自己好，不关心公众事情。
知人善任,zhī rén shàn rèn,知了解，知道；任任用，使用。善于认识人的品德和才能，最合理地使用。
掩鼻而过,yǎn bí ér guò,捂着鼻子走过去。形容对腥臭肮脏的东西的嫌恶。
卑躬屈膝,bēi gōng qū xī,卑躬低头弯腰；屈膝下跪。形容没有骨气，低声下气地讨好奉承。
讲信修睦,jiǎng xìn xiū mù,修建立；睦和睦。人与人之间，国与国之间，讲究信用，谋求和睦。
深山密林,shēn shān mì lín,与山外、林外距离远的、人急至的山岭、森林。
空洞无物,kōng dòng wú wù,空空洞洞，没有什么内容。多指言谈、文章极其空泛。
绵绵不绝,mián mián bù jué,绵绵连续不断的样子。形容多，连续不断。
壮志未酬,zhuàng zhì wèi chóu,酬实现。旧指潦倒的一生，志向没有实现就衰老了。也指抱负没有实现就去世了。
左支右绌,zuǒ zhī yòu chù,支支持；绌屈曲，引伸为不足。原指弯弓射箭的姿势，左手支持，右手屈曲。指力量不足，应付了这方面，那方面又出了问题。
请君入瓮,qǐng jūng rù wèng,瓮一种陶制的盛器。比喻用某人整治别人的办法来整治他自己。
眼观六路,yǎn guān liù lù,眼睛看到四面八方。形容机智灵活，遇事能多方观察，全面了解。
功败垂成,gōng bài chuí chéng,垂接近，快要。事情在将要成功的时候遭到了失败。
兴利除弊,xīng lì chú bì,弊害处，坏处。兴办对国家人民有益利的事业，除去各种弊端。
过河拆桥,guò hé chāi qiáo,自己过了河，便把桥拆掉。比喻达到目的后，就把帮助过自己的人一脚踢开。
含情脉脉,hán qíng mò mò,饱含温情，默默地用眼神表达自己的感情。常用以形容少女面对意中人稍带娇羞但又无限关切的表情。
怅然若失,chàng rán ruò shī,怅然形容不如意、不痛快。象失去什么似的烦恼不快。
忧心如焚,yōu xīn rú fén,如焚象火烧一样。心里愁得象火烧一样。形容非常忧虑焦急。
急起直追,jí qǐ zhí zhuī,立即行动起来，努力追赶上去。
玲珑剔透,líng lóng tī tòu,玲珑精巧细致；剔透孔穴明晰。形容器物精致通明，结构细巧。也比喻人精明灵活。
神魂颠倒,shén hún diān dǎo,神魂精神，神志。精神恍惚，颠三倒四，失去常态。
名闻遐迩,míng wén xiá ěr,名声传扬到各地，形容名声很大。
得道多助,dé dào duō zhù,指符合道义者则能得到多数人的帮助。
甘之如饴,gān zhī rú yí,甘甜；饴麦芽糖浆。感到象糖那样甜。指为了从事某种工作，甘愿承受艰难、痛苦。
相视而笑,xiāng shì ér xiào,双方互相看着，发出会心的微笑。形容二者情合意洽的情态。
滑天下之大稽,huá tiān xià zhī dà jī,强调事情非常滑稽可笑（带讽刺意味）。
臭味相投,xiù wèi xiāng tóu,臭味气味；相投互相投合。彼此的思想作风、兴趣等相同，很合得来（常指坏的）。
鼓乐齐鸣,gǔ yuè qí míng,击鼓和奏乐声一齐响。形容热闹景象。
狂妄自大,kuáng wàng zì dà,狂妄极端的自高自大。指极其放肆，自高自大，自中无人。
高出一筹,gāo chū yī chóu,筹筹码。比别人高出一个筹码。指比别人高明一些。
丑态百出,chǒu tài bǎi chū,各种丑恶的样子都表现出来了。
苦心孤诣,kǔ xīn gū yì,指苦心钻研，到了别人所达不到的地步。也指为寻求解决问题的办法而煞费苦心。
凡夫俗子,fán fū sú zǐ,泛指平庸的人。
破绽百出,pò zhàn bǎi chū,比喻说话做事漏洞非常多。
真心真意,zhēn xīn zhēn yì,犹真心实意。
祸从口出,huò cóng kǒu chū,灾祸从口里产生出来。指说话不谨慎容易惹祸。
探头探脑,tàn tóu tàn nǎo,探头或上体向前伸出。伸着头向左右张望。形容鬼鬼祟祟的探望。
以弱胜强,yǐ ruò shèng qiáng,凭弱小的力量战胜力量强大的。
身体发肤,shēn tǐ fà fū,本指身躯、四肢、须发、皮肤，后亦泛指自己身体的全部，自身。
九天揽月,jiǔ tiān lǎn yuè,揽采摘。到天的最高处去摘月。常形容壮志豪情。
缠绵悱恻,chán mián fěi cè,悱恻悲苦的样子。旧时形容内心痛苦难以排解。也指文章感情婉转凄凉。
月黑风高,yuè hēi fēng gāo,比喻没有月光风也很大的夜晚。比喻险恶的环境。
缺衣少食,quē yī shǎo shí,衣食不足。指贫穷。亦作缺食无衣”。
飞蛾扑火,fēi é pū huǒ,飞蛾扑到火上，比喻自取灭亡。
普天之下,pǔ tiān zhī xià,指整个天下；遍天下。
十拿九稳,shí ná jiǔ wěn,比喻很有把握。
山高水长,shān gāo shuǐ cháng,象山一样高耸，如水一般长流。原比喻人的风范或声誉象高山一样永远存在◇比喻恩德深厚。
欢喜冤家,huān xǐ yuān jiā,表示又爱又恨的意思。小说戏曲中多用作对情人或儿女的亲热称呼。
如泣如诉,rú qì rú sù,好象在哭泣，又象在诉说。形容声音悲切。
千古绝唱,qiān gǔ jué chàng,指从来少有的绝妙佳作。
恬不知耻,tián bù zhī chǐ,做了坏事满不再乎，一点儿也不感到羞耻。
一分一毫,yī fēn yī háo,形容很少的数量。
杨柳依依,yáng liǔ yī yī,杨柳古诗文中杨柳通用，泛指柳树。依依轻柔的样子。古人送行，折柳相赠，表示依依惜别。比喻依依不舍的惜别之情。
满面春风,mǎn miàn chūn fēng,春风指笑容。比喻人喜悦舒畅的表情。形容和蔼愉快的面容。
下情上达,xià qíng shàng dá,谓下面的情况或意见能够通达于上。
鞍前马后,ān qián mǎ hòu,马前马后。指追随左右。
飞沙走石,fēi shā zǒu shí,沙土飞扬，石块滚动。形容风势狂暴。
养痈遗患,yǎng yōng yí huàn,留着毒疮不去医治，就会成为后患。比喻纵容包庇坏人坏事，结果会遭受祸害。
大而无当,dà ér wú dàng,当底。虽然大，却无底。原指大得无边际◇多用作表示大得不切合实际、不合用。
面目狰狞,miàn mù zhēng níng,狰狞面目凶恶。形容面目凶狠可怕。亦作面貌狰狞”、狰狞面目”。
长吁短叹,cháng xū duǎn tàn,吁叹息。长一声、短一声不住地叹气。形容发愁的神情。
浪迹天涯,làng jì tiān yá,浪迹到处流浪。到处流浪，足迹遍天下。
振臂一呼,zhèn bì yī hū,振挥动。挥动手臂呼喊（多用在号召）。
逼不得已,bī bù dé yǐ,指迫不得已。
夜不闭户,yè bù bì hù,户门。夜里睡觉不用闩上门。形容社会治安情况良好。
